lecture,slide_id,slide_json,has_text,models_count,concepts_total,concepts_not_in_text,triples_total,triples_with_image_modality,triple_entities_not_in_text,img_modality_rate,not_in_text_rate,image_heavy_score
Lecture 8,Slide39,Lecture 8\Slide39.json,1,5,14,0,1,0,0,0.0,0.0,0.0
Lecture 8,Slide40,Lecture 8\Slide40.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 8,Slide41,Lecture 8\Slide41.json,1,5,13,0,1,0,0,0.0,0.0,0.0
Lecture 9,Slide2,Lecture 9\Slide2.json,1,5,4,0,1,0,0,0.0,0.0,0.0
Lecture 1,Slide18,Lecture 1\Slide18.json,1,5,12,0,0,0,0,0.0,0.0,0.0
Lecture 1,Slide20,Lecture 1\Slide20.json,1,5,15,0,0,0,0,0.0,0.0,0.0
Lecture 1,Slide28,Lecture 1\Slide28.json,1,5,0,0,0,0,0,0.0,0.0,0.0
Lecture 1,Slide29,Lecture 1\Slide29.json,1,5,17,0,0,0,0,0.0,0.0,0.0
Lecture 1,Slide47,Lecture 1\Slide47.json,1,5,17,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide10,Lecture 10\Slide10.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide12,Lecture 10\Slide12.json,1,5,4,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide22,Lecture 10\Slide22.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide28,Lecture 10\Slide28.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide31,Lecture 10\Slide31.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide33,Lecture 10\Slide33.json,1,5,10,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide8,Lecture 10\Slide8.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 10,Slide9,Lecture 10\Slide9.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 11,Slide22,Lecture 11\Slide22.json,1,5,24,0,0,0,0,0.0,0.0,0.0
Lecture 11,Slide24,Lecture 11\Slide24.json,1,5,14,0,0,0,0,0.0,0.0,0.0
Lecture 12,Slide11,Lecture 12\Slide11.json,1,5,9,0,0,0,0,0.0,0.0,0.0
Lecture 12,Slide2,Lecture 12\Slide2.json,1,5,14,0,0,0,0,0.0,0.0,0.0
Lecture 12,Slide9,Lecture 12\Slide9.json,1,5,9,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide11,Lecture 13\Slide11.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide25,Lecture 13\Slide25.json,1,5,19,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide26,Lecture 13\Slide26.json,1,5,10,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide28,Lecture 13\Slide28.json,1,5,9,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide29,Lecture 13\Slide29.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide31,Lecture 13\Slide31.json,1,5,20,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide33,Lecture 13\Slide33.json,1,5,7,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide38,Lecture 13\Slide38.json,1,5,14,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide43,Lecture 13\Slide43.json,1,5,10,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide48,Lecture 13\Slide48.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 13,Slide5,Lecture 13\Slide5.json,1,5,10,0,0,0,0,0.0,0.0,0.0
Lecture 14,Slide12,Lecture 14\Slide12.json,1,5,16,0,0,0,0,0.0,0.0,0.0
Lecture 16,Slide25,Lecture 16\Slide25.json,0,4,0,,0,0,,0.0,,0.0
Lecture 16,Slide5,Lecture 16\Slide5.json,1,5,10,0,0,0,0,0.0,0.0,0.0
Lecture 17,Slide28,Lecture 17\Slide28.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 17,Slide49,Lecture 17\Slide49.json,1,5,22,0,0,0,0,0.0,0.0,0.0
Lecture 17,Slide51,Lecture 17\Slide51.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 18,Slide16,Lecture 18\Slide16.json,1,5,25,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide25,Lecture 19\Slide25.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide34,Lecture 19\Slide34.json,1,5,15,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide35,Lecture 19\Slide35.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide4,Lecture 19\Slide4.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide44,Lecture 19\Slide44.json,1,5,7,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide54,Lecture 19\Slide54.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 19,Slide8,Lecture 19\Slide8.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 2,Slide9,Lecture 2\Slide9.json,1,5,17,0,0,0,0,0.0,0.0,0.0
Lecture 20,Slide1,Lecture 20\Slide1.json,1,5,19,0,0,0,0,0.0,0.0,0.0
Lecture 20,Slide2,Lecture 20\Slide2.json,1,5,12,0,0,0,0,0.0,0.0,0.0
Lecture 20,Slide50,Lecture 20\Slide50.json,0,4,0,,0,0,,0.0,,0.0
Lecture 20,Slide51,Lecture 20\Slide51.json,0,4,0,,0,0,,0.0,,0.0
Lecture 22,Slide10,Lecture 22\Slide10.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 22,Slide4,Lecture 22\Slide4.json,0,4,0,,0,0,,0.0,,0.0
Lecture 23,Slide9,Lecture 23\Slide9.json,1,5,4,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide17,Lecture 3\Slide17.json,1,5,11,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide2,Lecture 3\Slide2.json,1,5,5,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide20,Lecture 3\Slide20.json,1,5,18,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide26,Lecture 3\Slide26.json,1,5,18,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide4,Lecture 3\Slide4.json,1,5,26,0,0,0,0,0.0,0.0,0.0
Lecture 3,Slide40,Lecture 3\Slide40.json,1,5,7,0,0,0,0,0.0,0.0,0.0
Lecture 4,Slide1,Lecture 4\Slide1.json,1,5,17,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide1,Lecture 5\Slide1.json,1,5,16,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide30,Lecture 5\Slide30.json,1,5,13,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide37,Lecture 5\Slide37.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide38,Lecture 5\Slide38.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide39,Lecture 5\Slide39.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide4,Lecture 5\Slide4.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide48,Lecture 5\Slide48.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide50,Lecture 5\Slide50.json,1,5,14,0,0,0,0,0.0,0.0,0.0
Lecture 5,Slide7,Lecture 5\Slide7.json,1,5,3,0,0,0,0,0.0,0.0,0.0
Lecture 8,Slide2,Lecture 8\Slide2.json,1,5,4,0,0,0,0,0.0,0.0,0.0
